"Repartición Licitante","Tipo de Licitación","Nro. Expediente","Año Expediente","Objeto","Monto Oficial","Costo Pliego","Sellado","Observaciones","Fecha Apertura","Fecha Resolución","Nro. Resolución","Tipo de Norma","Nro de Norma","Año Norma","Resultado","Estado","Link",
"Secretaría de Cultura y Educación","Licitación Privada",15792,2023,"Servicio de seguridad y vigilancia para la Escuela Municipal de Danzas y Arte Escénico ""Ernesto de Larrechea""","2.880.000,00","5.760,00",",00","","06/07/2023","07/07/2023",368,,,,"Se declaró desierto el llamado a licitación.","Desierta","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27978",
"Dirección General de Parques y Paseos","Licitación Privada",16376,2023,"ADQUISICIÓN DE SEMILLAS, PARA LA DIRECCIÓN GENERAL DE PARQUES Y PASEOS / SEC. AMBIENTE Y ESPACIO PUBLICO","5.026.505,00","13.571,60",",00","","06/07/2023","29/08/2023",200,,,,"Se ADJUDICA  a la firma GERARDO FABIO DE HARO para los items 1,2,3,4,5,6,7,8,9,10 y 11 por mejor precio por un monto total de $2.369.199,94.-
Se DESESTIMA a la firma JERÓNIMO CAPDEVILLA ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28004",
"Dirección General de Informática","Licitación Privada",12983,2023,"ADQUISICIÓN DE TERMINALES MOVILES PARA LA SECRETARIA DE MODERNIZACIÓN Y CERCANIA","4.280.000,00","8.560,00",",00","","06/07/2023","23/08/2023",77,,,,"Se ADJUDICA a la firma ROSARIO AL COSTO SRL. C.U.I.T:30-71150957-3 por Mejor Precio, por un monto total de $4.728.364.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28006",
"APS (S.S.P.)","Licitación Privada",0,0,"Biología Molecular - Paneles Infectológicos de urgencia para Covid","13.276.720,00","26.553,44",",00","","06/07/2023","24/07/2023",1503,,,,"ADJUDICATARIO: Totaro, Débora Lucrecia, ítem 1, 2, 3, 4, 5  por un importe total de pesos trece millones doscientos setenta y un mil doscientos ochenta ($ 13.271.280,00).- ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28025",
"Secretaría de Ambiente y Espacios Públicos","Licitación Privada",14672,2023,"ADQUISICIÓN DE EQUIPOS GPS PARA LA GEO LOCALIZACIÓN DE VEHÍCULOS COMPATIBLES CON PLATAFORMA TRACCAR PARA LA SECRETARIA DE AMBIENTE Y ESPACIO PUBLICO ","2.470.800,00","4.941,60",",00","","06/07/2023","29/08/2023",201,,,,"Se ADJUDICA a la firma GRUPO CONSULTAR por Única Propuesta y Precio Corriente en Plaza por un total de $2.952.200.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28053",
"Secretaría de Cultura y Educación","Concurso de Precios",20033,2023,"Provisión de resmas de papel para distintas dependencias de la Secretaría de Cultura y Educación","700.000,00",",00",",00","","06/07/2023","10/07/2023",371,,,,"Se adjudico a Hugo Sergio Solans por mejor precio, por la suma total de $ 648.835.- (Pesos Seiscientos Cuarenta y Ocho Mil Ochocientos Treinta y Cinco).","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28094",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",39603,2023,"REPARACIÓN DE PLOTTER DE LA DIRECCIÓN DE PLANIFICACIÓN Y COMUNICACIÓN ""SECREATRÍA DE DESARROLLO HUMANO Y HÁBITAT""","340.000,00",",00",",00","","06/07/2023","18/07/2023",4076,,,,"A la firma: CRISTOFARO, ROMAN DAVID por la suma de $338.800,00 Total por única propuesta y precio corriente en plaza.
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28122",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",41029,2023,"COMPRA DE ESTUCHES DE LECHE EN POLVO PARA LA DIRECCIÓN GENERAL DE INTEGRACIÓN COMUNITARIA ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","7.528.400,00",",00",",00","","06/07/2023","11/07/2023",3771,,,,"	A la Firma: AMELONG, JOSE MAURICIO por la suma de $1.415,00 C/U Por única propuesta y precio corriente en plaza. 
	","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28123",
"APS (S.S.P.)","Contratación Directa",0,0,"Materiales eléctricos.-","1.700.748,00",",00",",00","","06/07/2023","18/07/2023",1446,,,,"Art1°:CONVALIDAR: la compra de Materiales Eléctricos necesarios para la instalación eléctrica en la estructura modular mencionada por un total de $ 1.718.057 (pesos un millon setecientos dieciocho mil cincuenta y siete) a SUCESIÓN NESTOR ROMANO),.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28129",
"Dirección General de Defunciones y Cementerios","Licitación Pública",7798,2023,"Mantenimiento integral de Ascensores de los Cementerios La Piedad y el Salvador por 12 meses ","7.722.000,00","20.850,00",",00","","07/07/2023","01/11/2023",1303,,,,"Se ADJUDICA a la firma ARNIQUEZ CRISTIAN TOMAS  por única propuesta y precio corriente en plaza por una suma total de $6.600.000","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27936",
"APS (S.S.P.)","Licitación Privada",0,0,"Cajas de toallas de papel descartable y rollos de papel higiénico.-","5.306.180,00","14.326,69",",00","","07/07/2023","19/07/2023",1455,,,,"ART. 1º: DESESTÍMASE la oferta de PAPELERA CUMBRE S.A. debido a que envío la oferta por mail, no siendo un medio válido para cotizar como corresponde en licitaciones privadas.-
	ART. 2º: ADJUDÍCASE la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-
	ADJUDICATARIO: MASTERLIM de HUGO SERGIO SOLANSítem 1, 2 por un importe total de pesos cinco millones ciento treinta y cinco mil.- ($ 5.135.000,00).-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28023",
"APS (S.S.P.)","Licitación Privada",0,0,"Microbiología - Medios de Cultivo","18.154.436,00","49.016,98",",00","","07/07/2023","27/07/2023",1520,,,,"ADJUDICATARIO: IANUS S.A ítem 1, 2,  3, 4,  5,  6,  7,  8, 9,  10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24,  25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42,  43, 45,  46, 47, 48, 49, 50, 51, 52, 56, 57,  58,  59, 60, 61 y 62    por un importe total de pesos dieciocho millones quinientos ochenta mil novecientos ochenta y nueve ($18.580.989,00).- ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28042",
"APS (S.S.P.)","Licitación Privada",0,0,"Serología - Enzimoinmunoensayo - Procedimiento Manual","14.461.000,00","28.922,00",",00","","07/07/2023","24/07/2023",1489,,,,"Adjudicatarios: IANUS S.A ítem 3, 4, 5, 6, 8, 9  por un importe total de pesos doce millones cuarenta y nueve mil trescientos diecisiete ($ 12.049.317,00.-);  BIODIAGNÓSTICO S.A. ítem 1, 2, 10, por un importe total de pesos de tres millones seiscientos sesenta mil setecientos setenta ($ 3.660.770,00).-  ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28044",
"APS (S.S.P.)","Licitación Privada",0,0,"Inmunoserología - Proteínas - Elisa Automatizado Monotest ","6.220.852,00","12.441,70",",00","","07/07/2023","24/07/2023",1484,,,,"ADJUDICATARIO: Totaro, Débora Lucrecia, ítem 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,  por un importe total de pesos siete millones quinientos nueve mil novecientos ochenta y ocho mil, con cuarenta y tres centavos ($ 7.509.988,43).- ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28045",
"Hospital de Niños ""Víctor J. Vilela""","Licitación Privada",0,0,"BIOMEDICOS BLOCK QUIRÚRGICO ""Hosp. Vilela"" ","1.421.199,43",",00","2.842,40","","07/07/2023","21/07/2023",1477,,,,"RESOLUCIÓN Nº: 001477
 ROSARIO,  ?2023 - A 40 AÑOS DE LA RECUPERACION DE LA DEMOCRACIA? 21 JUL 2023
	Visto el llamado a Licitación Privada Nº:03-081/2023 efectuado por  el Hospital de Niños Victor  J. Vilela, para la adquisición de BIOMEDICO BLOCK QUIRÚRGICO, dependiente de la Secretaría de Salud Pública, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto;
EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE

Articulo 1º: SE DESESTIMAN: item 5 y 34, por superar ampliamente el valor presupuestado en pliego, ítem 35, se solicito por error.-
ART. 2º ADJUDICASE: la precitada Licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-      
ADJUDICATARIOS: SENSIMAT S.R.L. ítem 8, única mejor, ítems 9 y 10, mejor precio, pesos doscientos mil novecientos c/00.- ($ 200.900,00.-); DROGUERÍA NEW DROG S.R.L. item 7, calidad, ítems 12, 18, 28 y 29, mejor precio, ítems 14, 15 y 16, única propuesta, pesos quinientos dicienueve mil doscientos diecisiete c/25.- ($ 519.217,25.-); DROGUERÍA COMARSA S.A. ítems 1, 2, 3, 4, 6, 11, 13, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32 y 33, mejor precio, pesos un millon doce mil quinientos cuatro c/20.- ($ 1.012.504,20.-).-
ART. 3º EL GASTO que demande el cumplimiento de la presente resolución se imputará de la siguiente manera: 0.08030.1.08.03.00.2.1.17.2.1.02.09.05.08, ó 0.08030.1.08.03.00.2.1.14.2.1.02.09.05.08 ó 0.08030.1.08.03.00.2.1.15.2.1.02.09.05.08 ó 0.08030.1.08.03.00.1.01.01.2.1.02.09.05.08 (Biom. Block Quirúrgico), la cantidad de pesos un millón setecientos treinta y dos mil seiescientos veintiuno c/45.- ($ 1.732.621,45.-).- Del ejercicio 2023.-
ART. 4º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28079",
"Hospital de Niños ""Víctor J. Vilela""","Licitación Privada",0,0,"BIOMEDICOS HILOS Y SUTURAS ""Hosp. Vilela""","540.168,38",",00","1.080,34","","07/07/2023","21/07/2023",1480,,,,"RESOLUCIÓN Nº:   001480
 ROSARIO, ?2023 - A 40 AÑOS DE LA RECUPERACION DE LA DEMOCRACIA? 21 JUL 2023
	Visto el llamado a Licitación Privada Nº:03-082/2023 efectuado por  el Hospital de Niños Victor  J. Vilela, para la adquisición de BIOMEDICOS HILOS Y SUTURAS, dependiente de la Secretaría de Salud Pública, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto;

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE

Articulo 1°: SE DECLARAN DESIERTOS:  ítems 8, 9 y 10.-
ART. 2º ADJUDICASE: la precitada Licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-      
ADJUDICATARIOS: KAIAL, MARIA CRISTINA ítems 1, 2, 3, 4, 5, 6, 7, 12, 13 y 14, ítem 15, calidad, pesos trescientos setenta mil cuatrocientos ochenta y ocho c/00.- ($ 370.488.00-); SENSIMAT S.R.L. ítems 11, 16, 18, 19 y 20, única propuesta, ítem 17, mejor precio, ítems 21 y 22, calidad, pesos quinientos sesenta y cinco mil seisicientos ochenta y siete c/12.- ($ 565.687,12.-).-
ART. 3º EL GASTO que demande el cumplimiento de la presente resolución se imputará de la siguiente manera:
A la partida: 0.08030.1.08.03.00.2.1.17.2.1.02.09.05.15 0.08030.1.08.03.00.2.1.14.2.1.02.09.05.08 ó 0.08030.1.08.03.00.2.1.15.2.1.02.09.05.15 ó 0.08030.1.08.03.00.1.01.01.2.1.02.09.05.15 (Biomedicos Hilos y Suturas), la cantidad de pesos novecientos treinta y seis mil ciento setenta y cinco c/12.- ($ 936.175,12.-).- Del ejercicio 2023.-
ART. 4º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28080",
"Secretaría de Cultura y Educación","Concurso de Precios",20621,2023,"Reparación de ascensor y montacargas del Centro Cultural ""Roberto Fontanarrosa""","440.000,00",",00",",00","","07/07/2023","01/08/2023",437,,,,"Se adjudicó a Lisandro Nahuel Nesossi (titular de la empresa ""L&M Ascensores"") por única propuesta y precio corriente en plaza, por la suma total de $ 440.000.- (Pesos Cuatrocientos Cuarenta Mil).","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28095",
"Servicio Público de la Vivienda y el Hábitat","Concurso de Precios",20,2023,"SWICH TP-LINK - Coordinación General - Servicio Público de la Vivienda","240.000,00",",00",",00","","07/07/2023","11/07/2023",1271,,,,"Se ADJUDICA a JAR COMPUTACIÓN SRL por la suma total de $145.377.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28108",
"Secretaría de Deporte y Turismo","Concurso de Precios",23,2023,"Adquisición de membrana liquida para techos para la Secretaria de Deporte y Turismo - Municipalidad de Rosario ","579.264,56",",00",",00","","07/07/2023","17/09/2024",0,,,,"Se ADJUDICA por ÚNICA PROPUESTA y PRECIO CORRIENTE EN PLAZA a CP S.A por un monto total de $543.895.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28121",
"Servicio Público de la Vivienda y el Hábitat","Concurso de Precios",21,2023,"Programas Locales de Hábitat y Vivienda- Mejoramiento Barrial- Emergencia Habitacional - Contratación de Camión Atmosférico","720.000,00",",00",",00","","07/07/2023","11/07/2023",1279,,,,"Se adjudica a TOLOSA MARTIN EZEQUIEL por única oferta y precio corriente en plaza por la suma total de $720.000.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28138",
"Secretaría de Cultura y Educación","Licitación Privada",16899,2023,"Servicio de seguridad y vigilancia para La Isla de los Inventos","6.344.000,00","17.128,80",",00","","10/07/2023","30/08/2023",500,,,,"Se adjudicó a Egidio Marcelino Perretta (titular de la empresa ""Advent Seguridad Privada"") por única propuesta y precio corriente en plaza, por la suma total de $ 6.946.030.- (Pesos Seis Millones Novecientos Cuarenta y Seis Mil Treinta). 
La oferta de la firma ""ISS SEGURIDAD S.R.L."" fue desestimada por encontrarse incompleta en relación a parte de los requisitos formales solicitados en el pliego, y por no haber cumplimentado la intimación cursada para completar los mismos.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=27979",
"Secretaría de Control y Convivencia","Licitación Privada",17351,2023,"CONTRATACIÓN DEL SERVICIO DE LIMPIEZA Y LAVADO DE VEHICULOS PARA LA SECRETARIA DE CONTROL Y CONVIVENCIA","3.234.000,00","6.468,00",",00","","10/07/2023","02/08/2023",37,,,,"Se ADJUDICA a la firma KL SERVICIOS DE LIMPIEZA SRL para los items 1,2 y 3por única propuesta y precio corriente en plaza por la suma total de $2.670.000.-
PLAZO DE CONTRATACIÓN: 12 MESES. OPCIÓN DE PRORROGA: 6 MESES","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28026",
"Secretaría de Salud Pública","Licitación Privada",127,2023,"Contratación del servicio de Radioterapia Tridimiensional Conformada","10.000.000,00",",00","27.000,00","","10/07/2023","13/07/2023",1426,,,,"Se declara fracasada porque el único oferente presentó un sellado de menor valor que el solicitado por el pliego","Fracasada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28033",
"Secretaría de Desarrollo Económico y Empleo","Licitación Privada",12355,2023,"SERVICIO DE LIMPIEZA PARA LA SECRETARIA DE DESARROLLO ECONÓMICO Y EMPLEO","5.010.000,00","13.527,00",",00","","10/07/2023","31/08/2023",9,,,,"Se ADJUDICA a la firma COOPERATIVA DE TRABAJO LA VUELTA LIMITADA C.U.I.T:30-71728284-8 por única propuesta y precio corriente en plaza por una suma total de $5.898.000.- importe mensual del primer semestre: $485.000.- importe mensual del segundo semestre:$498.000.-
Se DESESTIMA a las firmas COOPERATIVA DE TRABAJO PROGRESO LABORAL LIMITADA Y K.L SERVICIOS DE LIMPIEZA SRL","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28034",
"Dirección General de Parques y Paseos","Licitación Privada",15290,2023,"ADQUISICIÓN DE FERTILIZANTES PARA LA DIR. GRAL. DE PARQUES Y PASEOS","5.214.450,00","14.079,00",",00","","10/07/2023","25/09/2023",46,,,,"Se ADJUDICA a GERARDO FABIO DE HARO, 20-20812581-9, los ítems 1,2,4 al 14 por única propuesta y precio corriente en plaza. por la suma total $4.830.887,50.- Se decalra desierto el item 3.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28038",
"APS (S.S.P.)","Licitación Privada",0,0,"Biología Molecular Semi - Automatizada","8.278.000,00","16.556,00",",00","","10/07/2023","24/07/2023",1485,,,,"ADJUDICATARIO: IANUS S.A., ítem 1, 2, 3, 4, 5, por un importe total de pesos de Nueve millones cuatrocientos treinta y cuatro mil ciento noventa y uno              ($ 9.434.191,00).- ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28054",
"APS (S.S.P.)","Licitación Privada",0,0,"Hematología - Contadores Hematológicos - Hematología láser para el C.E.M.A.R.","3.011.125,00","6.022,25",",00","","10/07/2023","24/07/2023",1486,,,,"ADJUDICATARIO: PRODUCTOS ROCHE S.A.Q.e I., ítem 1, por un importe total de pesos de tres millones seiscientos trece mil ciento ochenta y uno              ($ 3.613.181,00).- ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28055",
"APS (S.S.P.)","Licitación Privada",0,0,"Complejidad - Marcadores Tumorales","4.700.900,00","9.401,80",",00","","10/07/2023","24/07/2023",1487,,,,"ADJUDICATARIO: SIEMENS HEALTHCARE S.A., ítem 1, 2, 3, 4, 5, 6, por un importe total de pesos de seis millones ciento nueve mil doscientos cincuenta y dos con cuarenta y nueve centavos.- ($ 6.109.252,49).- ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28056",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Licitación Privada",2146,2023,"BIOMEDICOS PARA TERAPIA INTENSIVA","5.940.000,00",",00","11.880,00","","10/07/2023","20/07/2023",1462,,,,"RESOLUCIÓN Nº001462

Rosario,  ""2023 - A 40 AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA"" 20/jul/2023

VISTO el llamado a Licitación Privada Nº02-146/23 efectuado por el H.E.C.A. para la adquisición de ?BIOMEDICOS PARA TERAPIA INTENSIVA? , dependiente de la Secretaria de Salud Publica, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE

ART. 1º: DECLARANSE DESIERTOS: 4,5,6y10 (SIN OFERENTES);

ART. 2º: DESESTIMNASE: ITEM Nº 3 por no corresponder a lo solicitado, conforme a informe del Servicio a Fs. 47Y48; ITEMS Nº 1,11,12,13,14y15 por supera en un más del 20% el presupuesto oficial estimado y considerando excesiva la propuesta económica conforme a informe del servicio a fs.nº47y48

ART. 3º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIO: UNIC COMPANY S.R.L., en el/los ítem/s 8 por un importe total de                     $ 297.800,00 (pesos doscientos noventa y siete mil ochocientos)
ADJUDICATARIO: DROG. COMARSA S.A., en el/los ítem/s 7y9 por un importe total de                    $ 3.390.088,50 (pesos tres millones trescientos noventa mil ochenta y ocho con 50/oo)
ADJUDICATARIO: AMERICAN FIURE S.A., en el/los ítem/s 2 por un importe total de                     $ 72.180,00 (pesos setenta y dos mil ciento ochenta)

ART. 4º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de  Liquidación de Haberes y Administrativo-Contable de la siguiente manera:
A las siguientes partidas: 0.08020.1.08.02.0.2.01.14.2.1.02.09.05.09; 0.08020.1.08.02.0.1.01.01.2.1.02.09.05.09; 0.08020.1.08.02.0.2.01.17.2.1.02.09.05.09 ( BIOMEDICOS PARA TERAPIA INTENSIVA) la cantidad de $ 3.760.068,50 (pesos tres millones setecientos sesenta mil sesenbta y ocho con 50/00) del presupuesto vigente y con estricto cumplimiento del art. 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 5: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28082",
